지점,지점명,일시,평균기온(°C)
133,대전,2020-11-28,2.9
133,대전,2020-11-29,2
133,대전,2020-11-30,1.2
133,대전,2020-12-01,1.5
133,대전,2020-12-02,3.4
133,대전,2020-12-03,1.5
133,대전,2020-12-04,.4
133,대전,2020-12-05,1.3
133,대전,2020-12-06,3.3
133,대전,2020-12-07,2.8
133,대전,2020-12-08,.6
133,대전,2020-12-09,1.5
133,대전,2020-12-10,6.1
133,대전,2020-12-11,6.8
133,대전,2020-12-12,4.2
133,대전,2020-12-13,1.1
133,대전,2020-12-14,-4.7
133,대전,2020-12-15,-5.9
133,대전,2020-12-16,-5.6
133,대전,2020-12-17,-3.7
133,대전,2020-12-18,.1
133,대전,2020-12-19,-3.7
133,대전,2020-12-20,-2.4
133,대전,2020-12-21,.4
133,대전,2020-12-22,1.9
133,대전,2020-12-23,3.8
133,대전,2020-12-24,4.4
133,대전,2020-12-25,.3
133,대전,2020-12-26,1.4
133,대전,2020-12-27,3
133,대전,2020-12-28,5.4
133,대전,2020-12-29,1.3
133,대전,2020-12-30,-7.5
133,대전,2020-12-31,-7.7
133,대전,2021-01-01,-4.6
133,대전,2021-01-02,-3.5
133,대전,2021-01-03,-4.1
133,대전,2021-01-04,-2.8
133,대전,2021-01-05,-2.8
133,대전,2021-01-06,-5.3
133,대전,2021-01-07,-11.2
133,대전,2021-01-08,-13.5
133,대전,2021-01-09,-11.4
133,대전,2021-01-10,-8
133,대전,2021-01-11,-6
133,대전,2021-01-12,-1.4
133,대전,2021-01-13,3.7
133,대전,2021-01-14,3.3
133,대전,2021-01-15,6.1
133,대전,2021-01-16,-1.1
133,대전,2021-01-17,-3.3
133,대전,2021-01-18,-1.5
133,대전,2021-01-19,-4.8
133,대전,2021-01-20,-.6
133,대전,2021-01-21,4.9
133,대전,2021-01-22,7.4
133,대전,2021-01-23,8
133,대전,2021-01-24,8.2
133,대전,2021-01-25,8.3
133,대전,2021-01-26,6.2
133,대전,2021-01-27,2.9
133,대전,2021-01-28,-1.6
133,대전,2021-01-29,-6
133,대전,2021-01-30,.2
133,대전,2021-01-31,3.8
133,대전,2021-02-01,7.3
133,대전,2021-02-02,-2.4
133,대전,2021-02-03,-1.4
133,대전,2021-02-04,-.5
133,대전,2021-02-05,1.2
133,대전,2021-02-06,6
133,대전,2021-02-07,5.8
133,대전,2021-02-08,-1.7
133,대전,2021-02-09,0
133,대전,2021-02-10,2.6
133,대전,2021-02-11,5.3
133,대전,2021-02-12,6.9
133,대전,2021-02-13,7.6
133,대전,2021-02-14,9.1
133,대전,2021-02-15,3
133,대전,2021-02-16,-2.7
133,대전,2021-02-17,-6.1
133,대전,2021-02-18,-4.3
133,대전,2021-02-19,2.6
133,대전,2021-02-20,11.2
133,대전,2021-02-21,14.3
133,대전,2021-02-22,11.7
133,대전,2021-02-23,1.9
133,대전,2021-02-24,4.5
133,대전,2021-02-25,4.7
133,대전,2021-02-26,8.9
133,대전,2021-02-27,8.7
133,대전,2021-02-28,7.4
133,대전,2021-03-01,8.2
133,대전,2021-03-02,3
133,대전,2021-03-03,4.3
133,대전,2021-03-04,5.7
133,대전,2021-03-05,8.5
133,대전,2021-03-06,7.5
133,대전,2021-03-07,6.7
133,대전,2021-03-08,8
133,대전,2021-03-09,7.5
133,대전,2021-03-10,9.6
133,대전,2021-03-11,11
133,대전,2021-03-12,8.3
133,대전,2021-03-13,9
133,대전,2021-03-14,9.4
133,대전,2021-03-15,11.8
133,대전,2021-03-16,11.1
133,대전,2021-03-17,10
133,대전,2021-03-18,12.5
133,대전,2021-03-19,13.7
133,대전,2021-03-20,9
133,대전,2021-03-21,6.4
133,대전,2021-03-22,7.1
133,대전,2021-03-23,9.9
133,대전,2021-03-24,10.8
133,대전,2021-03-25,13
133,대전,2021-03-26,14.4
133,대전,2021-03-27,12.2
133,대전,2021-03-28,10.3
133,대전,2021-03-29,12.2
133,대전,2021-03-30,12.6
133,대전,2021-03-31,14.3
133,대전,2021-04-01,15.8
133,대전,2021-04-02,17.6
133,대전,2021-04-03,16.4
133,대전,2021-04-04,11.7
